client,bank,context,salt,label,macro_contribution_change_exact,capture_change,valid_positive_P00_gain
69,B,clean,T013-S2,5,0,0.0,True
69,B,clean,T013-S2,7,0,0.0,True
70,B,clean,T013-S2,0,0,0.0,True
70,B,clean,T013-S2,8,0,0.0,True
71,B,clean,T013-S2,4,0,0.0,True
71,B,clean,T013-S2,5,280879/42018450,376.51340482573727,True
71,B,clean,T013-S2,8,0,0.0,True
72,B,clean,T013-S2,0,0,0.0,True
72,B,clean,T013-S2,5,1440439/42694350,0.5030862267982907,True
72,B,clean,T013-S2,8,0,0.0,True
73,B,clean,T013-S2,5,0,0.0,True
73,B,clean,T013-S2,6,0,0.0,True
73,B,clean,T013-S2,7,0,0.0,True
74,B,clean,T013-S2,6,0,,False
75,B,clean,T013-S2,0,2419975/12918594,5.656380673677223,True
75,B,clean,T013-S2,1,0,0.0,True
75,B,clean,T013-S2,3,2419975/12918594,5.656380673677223,True
76,B,clean,T013-S2,1,0,,False
76,B,clean,T013-S2,6,706343/26481234,,False
76,B,clean,T013-S2,7,0,,False
77,B,clean,T013-S2,0,0,0.0,True
77,B,clean,T013-S2,2,0,0.0,True
78,B,clean,T013-S2,4,0,0.0,True
78,B,clean,T013-S2,5,0,0.0,True
78,B,clean,T013-S2,8,0,0.0,True
79,B,clean,T013-S2,1,0,0.0,True
79,B,clean,T013-S2,2,0,0.0,True
79,B,clean,T013-S2,5,0,0.0,True
80,B,clean,T013-S2,6,0,,False
80,B,clean,T013-S2,7,0,,False
81,B,clean,T013-S2,7,0,0.0,True
81,B,clean,T013-S2,9,0,0.0,True
82,B,clean,T013-S2,3,0,0.0,True
82,B,clean,T013-S2,7,0,0.0,True
83,B,clean,T013-S2,4,0,0.0,True
83,B,clean,T013-S2,7,0,0.0,True
83,B,clean,T013-S2,8,0,0.0,True
84,B,clean,T013-S2,2,4850/768081,,False
84,B,clean,T013-S2,3,0,,False
84,B,clean,T013-S2,6,0,,False
85,B,clean,T013-S2,5,0,0.0,True
85,B,clean,T013-S2,6,0,0.0,True
86,B,clean,T013-S2,2,0,0.0,True
86,B,clean,T013-S2,4,1511/25150,0.9001191421763304,True
86,B,clean,T013-S2,5,1511/25150,0.9001191421763304,True
86,B,clean,T013-S2,6,0,0.0,True
87,B,clean,T013-S2,3,0,,False
87,B,clean,T013-S2,5,467878/13912275,,False
88,B,clean,T013-S2,3,0,,False
88,B,clean,T013-S2,4,0,,False
88,B,clean,T013-S2,6,0,,False
88,B,clean,T013-S2,9,0,,False
89,B,clean,T013-S2,4,593625419443/8063046425850,0.9170686761778092,True
89,B,clean,T013-S2,5,0,0.0,True
90,B,clean,T013-S2,2,0,0.0,True
90,B,clean,T013-S2,3,0,0.0,True
90,B,clean,T013-S2,5,0,0.0,True
90,B,clean,T013-S2,9,0,0.0,True
91,B,clean,T013-S2,3,0,0.0,True
91,B,clean,T013-S2,7,0,0.0,True
91,B,clean,T013-S2,9,-5/21489,-0.03636363636363636,True
92,B,clean,T013-S2,1,85168/12799293,0.19858791049926783,True
92,B,clean,T013-S2,3,0,0.0,True
92,B,clean,T013-S2,8,0,0.0,True
93,B,clean,T013-S2,4,5/746,0.5029720003479762,True
94,B,clean,T013-S2,1,0,0.0,True
94,B,clean,T013-S2,5,0,0.0,True
95,B,clean,T013-S2,1,0,0.0,True
95,B,clean,T013-S2,5,0,0.0,True
95,B,clean,T013-S2,6,0,0.0,True
96,B,clean,T013-S2,7,0,0.0,True
96,B,clean,T013-S2,9,20210/377169,7.649130313153088,True
97,B,clean,T013-S2,2,0,0.0,True
97,B,clean,T013-S2,3,0,0.0,True
97,B,clean,T013-S2,9,0,0.0,True
98,B,clean,T013-S2,5,0,0.0,True
98,B,clean,T013-S2,6,0,0.0,True
98,B,clean,T013-S2,9,0,0.0,True
99,B,clean,T013-S2,0,0,0.0,True
99,B,clean,T013-S2,3,0,0.0,True
99,B,clean,T013-S2,4,0,0.0,True
99,B,clean,T013-S2,5,0,0.0,True
99,B,clean,T013-S2,7,0,0.0,True
99,B,clean,T013-S2,9,0,0.0,True
0,B,clean,T013-S3,1,53/667,0.7503685503685503,True
0,B,clean,T013-S3,6,-524419/26481234,-0.187009981349604,True
0,B,clean,T013-S3,7,53/667,0.7503685503685503,True
1,B,clean,T013-S3,1,0,0.0,True
1,B,clean,T013-S3,7,0,0.0,True
2,B,clean,T013-S3,3,0,0.0,True
2,B,clean,T013-S3,4,-5/754,-0.5,True
2,B,clean,T013-S3,9,-865/42978,-1.5175438596491229,True
3,B,clean,T013-S3,0,0,0.0,True
4,B,clean,T013-S3,4,0,0.0,True
4,B,clean,T013-S3,5,0,0.0,True
4,B,clean,T013-S3,9,0,0.0,True
5,B,clean,T013-S3,0,0,0.0,True
5,B,clean,T013-S3,2,280474/4765925,0.8895643320882859,True
5,B,clean,T013-S3,5,0,0.0,True
6,B,clean,T013-S3,0,0,,False
6,B,clean,T013-S3,3,0,,False
6,B,clean,T013-S3,6,-12125/377169,,False
7,B,clean,T013-S3,1,0,0.0,True
7,B,clean,T013-S3,3,0,0.0,True
8,B,clean,T013-S3,0,0,0.0,True
8,B,clean,T013-S3,5,0,0.0,True
9,B,clean,T013-S3,7,0,0.0,True
9,B,clean,T013-S3,8,0,0.0,True
10,B,clean,T013-S3,2,805332587/6395181234,6.311283454414609,True
10,B,clean,T013-S3,3,0,0.0,True
10,B,clean,T013-S3,4,805332587/6395181234,6.311283454414609,True
11,B,clean,T013-S3,2,0,0.0,True
11,B,clean,T013-S3,8,0,0.0,True
12,B,clean,T013-S3,2,0,0.0,True
12,B,clean,T013-S3,7,0,0.0,True
13,B,clean,T013-S3,1,0,0.0,True
13,B,clean,T013-S3,3,0,0.0,True
13,B,clean,T013-S3,5,0,0.0,True
14,B,clean,T013-S3,1,0,0.0,True
14,B,clean,T013-S3,2,0,0.0,True
15,B,clean,T013-S3,4,5/746,0.3333333333333333,True
16,B,clean,T013-S3,1,0,,False
16,B,clean,T013-S3,4,0,,False
16,B,clean,T013-S3,6,0,,False
16,B,clean,T013-S3,8,0,,False
16,B,clean,T013-S3,9,0,,False
17,B,clean,T013-S3,1,-7461/224549,,False
17,B,clean,T013-S3,4,-7461/224549,,False
17,B,clean,T013-S3,8,4471/224549,,False
18,B,clean,T013-S3,0,0,,False
18,B,clean,T013-S3,3,0,,False
18,B,clean,T013-S3,6,0,,False
19,B,clean,T013-S3,0,0,0.0,True
19,B,clean,T013-S3,2,0,0.0,True
19,B,clean,T013-S3,7,0,0.0,True
20,B,clean,T013-S3,6,0,,False
21,B,clean,T013-S3,4,15/746,0.6,True
22,B,clean,T013-S3,1,0,,False
22,B,clean,T013-S3,2,0,,False
23,B,clean,T013-S3,0,0,0.0,True
23,B,clean,T013-S3,2,0,0.0,True
23,B,clean,T013-S3,5,12645/381274,1.0065091099806058,True
23,B,clean,T013-S3,8,12645/381274,1.0065091099806058,True
23,B,clean,T013-S3,9,0,0.0,True
24,B,clean,T013-S3,3,0,0.0,True
24,B,clean,T013-S3,7,0,0.0,True
24,B,clean,T013-S3,9,332904809/12578586150,0.4985371955909067,True
25,B,clean,T013-S3,0,-4/299,-2.0,True
25,B,clean,T013-S3,1,-4/299,-2.0,True
25,B,clean,T013-S3,4,0,0.0,True
26,B,clean,T013-S3,5,0,,False
26,B,clean,T013-S3,6,0,,False
27,B,clean,T013-S3,1,18/299,0.3,True
28,B,clean,T013-S3,0,0,,False
28,B,clean,T013-S3,2,0,,False
28,B,clean,T013-S3,3,-7495/561678,,False
28,B,clean,T013-S3,4,0,,False
28,B,clean,T013-S3,5,0,,False
28,B,clean,T013-S3,8,0,,False
29,B,clean,T013-S3,1,0,0.0,True
30,B,clean,T013-S3,2,2939/15090,0.6328868598992204,True
30,B,clean,T013-S3,4,0,0.0,True
30,B,clean,T013-S3,5,559/7545,0.2407511090055558,True
31,B,clean,T013-S3,8,0,0.0,True
32,B,clean,T013-S3,0,0,0.0,True
32,B,clean,T013-S3,2,0,0.0,True
32,B,clean,T013-S3,4,0,0.0,True
32,B,clean,T013-S3,5,0,0.0,True
32,B,clean,T013-S3,8,0,0.0,True
33,B,clean,T013-S3,0,0,,False
33,B,clean,T013-S3,3,3365/280839,,False
34,B,clean,T013-S3,2,-12440/372723,-2.5182186234817814,True
34,B,clean,T013-S3,3,0,0.0,True
34,B,clean,T013-S3,8,0,0.0,True
35,B,clean,T013-S3,1,13413/224549,,False
35,B,clean,T013-S3,8,0,,False
36,B,clean,T013-S3,0,10/1527,0.9875573018991487,True
36,B,clean,T013-S3,1,0,0.0,True
36,B,clean,T013-S3,6,0,0.0,True
36,B,clean,T013-S3,7,15175/1151358,1.9875573018991486,True
36,B,clean,T013-S3,9,10/1527,0.9875573018991487,True
37,B,clean,T013-S3,2,0,0.0,True
37,B,clean,T013-S3,6,0,0.0,True
37,B,clean,T013-S3,9,0,0.0,True
38,B,clean,T013-S3,8,0,,False
39,B,clean,T013-S3,2,0,0.0,True
40,B,clean,T013-S3,9,-5/741,,False
41,B,clean,T013-S3,0,0,,False
41,B,clean,T013-S3,1,0,,False
41,B,clean,T013-S3,3,-1285/185497,,False
41,B,clean,T013-S3,9,0,,False
42,B,clean,T013-S3,0,0,0.0,True
42,B,clean,T013-S3,1,0,0.0,True
42,B,clean,T013-S3,2,0,0.0,True
43,B,clean,T013-S3,0,0,0.0,True
43,B,clean,T013-S3,4,0,0.0,True
44,B,clean,T013-S3,0,0,0.0,True
44,B,clean,T013-S3,8,-5/751,-0.5023194168323393,True
44,B,clean,T013-S3,9,-5/751,-0.5023194168323393,True
45,B,clean,T013-S3,2,0,0.0,True
45,B,clean,T013-S3,4,0,0.0,True
45,B,clean,T013-S3,5,0,0.0,True
45,B,clean,T013-S3,8,0,0.0,True
46,B,clean,T013-S3,2,0,0.0,True
46,B,clean,T013-S3,4,0,0.0,True
46,B,clean,T013-S3,5,0,0.0,True
47,B,clean,T013-S3,0,0,,False
47,B,clean,T013-S3,1,0,,False
47,B,clean,T013-S3,2,0,,False
47,B,clean,T013-S3,4,0,,False
47,B,clean,T013-S3,8,0,,False
48,B,clean,T013-S3,4,-1900/142883,-0.400197077437598,True
48,B,clean,T013-S3,7,60/53295359,3.388150789650893e-05,True
48,B,clean,T013-S3,9,-5/142883,-0.0010531502037831528,True
49,B,clean,T013-S3,1,0,0.0,True
49,B,clean,T013-S3,3,-337/17043,-3.0636363636363635,True
50,B,clean,T013-S3,2,883151/22559550,0.9835771809015956,True
50,B,clean,T013-S3,5,0,0.0,True
51,B,clean,T013-S3,3,0,,False
51,B,clean,T013-S3,4,0,,False
51,B,clean,T013-S3,9,0,,False
52,B,clean,T013-S3,0,0,,False
52,B,clean,T013-S3,2,0,,False
53,B,clean,T013-S3,1,573/8671,1.6418338108882522,True
53,B,clean,T013-S3,7,919/17342,1.316618911174785,True
54,B,clean,T013-S3,2,6647579650/109745717523,0.7519967168426009,True
54,B,clean,T013-S3,6,0,0.0,True
54,B,clean,T013-S3,7,6647579650/109745717523,0.7519967168426009,True
55,B,clean,T013-S3,0,0,0.0,True
55,B,clean,T013-S3,8,0,0.0,True
56,B,clean,T013-S3,3,-5037005/189716007,,False
56,B,clean,T013-S3,4,0,,False
56,B,clean,T013-S3,6,0,,False
56,B,clean,T013-S3,9,-5037005/189716007,,False
57,B,clean,T013-S3,0,0,,False
57,B,clean,T013-S3,1,0,,False
57,B,clean,T013-S3,3,73786/2891629,,False
57,B,clean,T013-S3,4,-20308871/433744350,,False
57,B,clean,T013-S3,6,-20308871/433744350,,False
58,B,clean,T013-S3,0,0,,False
58,B,clean,T013-S3,9,0,,False
59,B,clean,T013-S3,0,0,0.0,True
59,B,clean,T013-S3,1,0,0.0,True
59,B,clean,T013-S3,3,0,0.0,True
59,B,clean,T013-S3,5,0,0.0,True
59,B,clean,T013-S3,6,0,0.0,True
60,B,clean,T013-S3,0,0,0.0,True
61,B,clean,T013-S3,0,-1/150,-0.33451015004413065,True
61,B,clean,T013-S3,4,-1/150,-0.33451015004413065,True
61,B,clean,T013-S3,5,1/150,0.33451015004413065,True
61,B,clean,T013-S3,7,1/150,0.33451015004413065,True
62,B,clean,T013-S3,0,0,0.0,True
62,B,clean,T013-S3,5,95768/14468325,0.9589602118828636,True
62,B,clean,T013-S3,6,0,0.0,True
62,B,clean,T013-S3,9,0,0.0,True
63,B,clean,T013-S3,3,0,,False
63,B,clean,T013-S3,4,0,,False
63,B,clean,T013-S3,6,0,,False
64,B,clean,T013-S3,1,0,0.0,True
64,B,clean,T013-S3,3,0,0.0,True
64,B,clean,T013-S3,5,0,0.0,True
64,B,clean,T013-S3,8,0,0.0,True
64,B,clean,T013-S3,9,0,0.0,True
65,B,clean,T013-S3,5,0,0.0,True
66,B,clean,T013-S3,7,0,0.0,True
66,B,clean,T013-S3,8,0,0.0,True
66,B,clean,T013-S3,9,0,0.0,True
67,B,clean,T013-S3,1,0,0.0,True
67,B,clean,T013-S3,2,0,0.0,True
67,B,clean,T013-S3,5,0,0.0,True
67,B,clean,T013-S3,7,0,0.0,True
67,B,clean,T013-S3,8,0,0.0,True
68,B,clean,T013-S3,1,0,0.0,True
68,B,clean,T013-S3,7,0,0.0,True
68,B,clean,T013-S3,9,0,0.0,True
69,B,clean,T013-S3,2,0,0.0,True
69,B,clean,T013-S3,5,0,0.0,True
69,B,clean,T013-S3,7,0,0.0,True
70,B,clean,T013-S3,0,0,0.0,True
70,B,clean,T013-S3,8,0,0.0,True
71,B,clean,T013-S3,4,0,0.0,True
71,B,clean,T013-S3,5,280879/42018450,376.51340482573727,True
71,B,clean,T013-S3,8,0,0.0,True
72,B,clean,T013-S3,0,0,0.0,True
72,B,clean,T013-S3,5,1440439/42694350,0.5030862267982907,True
72,B,clean,T013-S3,8,0,0.0,True
73,B,clean,T013-S3,5,0,0.0,True
73,B,clean,T013-S3,6,0,0.0,True
73,B,clean,T013-S3,7,0,0.0,True
74,B,clean,T013-S3,6,0,,False
75,B,clean,T013-S3,0,2419975/12918594,5.656380673677223,True
75,B,clean,T013-S3,1,0,0.0,True
75,B,clean,T013-S3,3,2419975/12918594,5.656380673677223,True
76,B,clean,T013-S3,1,0,,False
76,B,clean,T013-S3,6,706343/26481234,,False
76,B,clean,T013-S3,7,0,,False
77,B,clean,T013-S3,0,0,0.0,True
77,B,clean,T013-S3,2,0,0.0,True
78,B,clean,T013-S3,4,0,0.0,True
78,B,clean,T013-S3,5,0,0.0,True
78,B,clean,T013-S3,8,0,0.0,True
79,B,clean,T013-S3,1,0,0.0,True
79,B,clean,T013-S3,2,0,0.0,True
79,B,clean,T013-S3,5,0,0.0,True
80,B,clean,T013-S3,6,0,,False
80,B,clean,T013-S3,7,0,,False
81,B,clean,T013-S3,7,0,0.0,True
81,B,clean,T013-S3,9,0,0.0,True
82,B,clean,T013-S3,3,0,0.0,True
82,B,clean,T013-S3,7,0,0.0,True
83,B,clean,T013-S3,4,0,0.0,True
83,B,clean,T013-S3,7,0,0.0,True
83,B,clean,T013-S3,8,0,0.0,True
84,B,clean,T013-S3,2,4990/256027,1.4792490118577075,True
84,B,clean,T013-S3,3,0,0.0,True
84,B,clean,T013-S3,6,0,0.0,True
85,B,clean,T013-S3,5,0,0.0,True
85,B,clean,T013-S3,6,0,0.0,True
86,B,clean,T013-S3,2,0,0.0,True
86,B,clean,T013-S3,4,1511/25150,0.9001191421763304,True
86,B,clean,T013-S3,5,1511/25150,0.9001191421763304,True
86,B,clean,T013-S3,6,0,0.0,True
87,B,clean,T013-S3,3,-31626/4637425,,False
87,B,clean,T013-S3,5,0,,False
88,B,clean,T013-S3,3,0,,False
88,B,clean,T013-S3,4,0,,False
88,B,clean,T013-S3,6,0,,False
88,B,clean,T013-S3,9,0,,False
89,B,clean,T013-S3,4,593625419443/8063046425850,0.9170686761778092,True
89,B,clean,T013-S3,5,0,0.0,True
90,B,clean,T013-S3,2,0,0.0,True
90,B,clean,T013-S3,3,0,0.0,True
90,B,clean,T013-S3,5,0,0.0,True
90,B,clean,T013-S3,9,0,0.0,True
91,B,clean,T013-S3,3,0,0.0,True
91,B,clean,T013-S3,7,0,0.0,True
91,B,clean,T013-S3,9,-5/21489,-0.03636363636363636,True
92,B,clean,T013-S3,1,85168/12799293,0.19858791049926783,True
92,B,clean,T013-S3,3,-7/224549,-0.0009303561935140882,True
92,B,clean,T013-S3,8,0,0.0,True
93,B,clean,T013-S3,4,5/746,0.5029720003479762,True
94,B,clean,T013-S3,1,0,0.0,True
94,B,clean,T013-S3,5,0,0.0,True
95,B,clean,T013-S3,1,0,0.0,True
95,B,clean,T013-S3,5,0,0.0,True
95,B,clean,T013-S3,6,0,0.0,True
96,B,clean,T013-S3,7,0,0.0,True
96,B,clean,T013-S3,9,17665/377169,6.685892478072701,True
97,B,clean,T013-S3,2,0,0.0,True
97,B,clean,T013-S3,3,0,0.0,True
97,B,clean,T013-S3,9,0,0.0,True
98,B,clean,T013-S3,5,0,0.0,True
98,B,clean,T013-S3,6,0,0.0,True
98,B,clean,T013-S3,9,0,0.0,True
99,B,clean,T013-S3,0,0,0.0,True
99,B,clean,T013-S3,3,0,0.0,True
99,B,clean,T013-S3,4,0,0.0,True
99,B,clean,T013-S3,5,0,0.0,True
99,B,clean,T013-S3,7,0,0.0,True
99,B,clean,T013-S3,9,0,0.0,True
0,B,brightness_dark,T013-S0,1,0,0.0,True
0,B,brightness_dark,T013-S0,6,0,0.0,True
0,B,brightness_dark,T013-S0,7,0,0.0,True
1,B,brightness_dark,T013-S0,1,0,0.0,True
1,B,brightness_dark,T013-S0,7,0,0.0,True
2,B,brightness_dark,T013-S0,3,0,,False
2,B,brightness_dark,T013-S0,4,0,,False
2,B,brightness_dark,T013-S0,9,0,,False
3,B,brightness_dark,T013-S0,0,0,0.0,True
4,B,brightness_dark,T013-S0,4,0,0.0,True
4,B,brightness_dark,T013-S0,5,0,0.0,True
4,B,brightness_dark,T013-S0,9,0,0.0,True
5,B,brightness_dark,T013-S0,0,0,0.0,True
5,B,brightness_dark,T013-S0,2,0,0.0,True
5,B,brightness_dark,T013-S0,5,0,0.0,True
6,B,brightness_dark,T013-S0,0,0,0.0,True
6,B,brightness_dark,T013-S0,3,0,0.0,True
6,B,brightness_dark,T013-S0,6,0,0.0,True
7,B,brightness_dark,T013-S0,1,0,0.0,True
7,B,brightness_dark,T013-S0,3,2294/17043,0.351301684532925,True
8,B,brightness_dark,T013-S0,0,0,0.0,True
8,B,brightness_dark,T013-S0,5,0,0.0,True
9,B,brightness_dark,T013-S0,7,0,0.0,True
9,B,brightness_dark,T013-S0,8,0,0.0,True
10,B,brightness_dark,T013-S0,2,497624299/6395181234,3.926218678691839,True
10,B,brightness_dark,T013-S0,3,497624299/6395181234,3.926218678691839,True
10,B,brightness_dark,T013-S0,4,0,0.0,True
11,B,brightness_dark,T013-S0,2,0,0.0,True
11,B,brightness_dark,T013-S0,8,0,0.0,True
12,B,brightness_dark,T013-S0,2,0,0.0,True
12,B,brightness_dark,T013-S0,7,0,0.0,True
13,B,brightness_dark,T013-S0,1,0,0.0,True
13,B,brightness_dark,T013-S0,3,0,0.0,True
13,B,brightness_dark,T013-S0,5,0,0.0,True
14,B,brightness_dark,T013-S0,1,0,0.0,True
14,B,brightness_dark,T013-S0,2,0,0.0,True
15,B,brightness_dark,T013-S0,4,0,,False
16,B,brightness_dark,T013-S0,1,0,0.0,True
16,B,brightness_dark,T013-S0,4,0,0.0,True
16,B,brightness_dark,T013-S0,6,0,0.0,True
16,B,brightness_dark,T013-S0,8,0,0.0,True
16,B,brightness_dark,T013-S0,9,0,0.0,True
17,B,brightness_dark,T013-S0,1,0,0.0,True
17,B,brightness_dark,T013-S0,4,0,0.0,True
17,B,brightness_dark,T013-S0,8,0,0.0,True
18,B,brightness_dark,T013-S0,0,0,0.0,True
18,B,brightness_dark,T013-S0,3,0,0.0,True
18,B,brightness_dark,T013-S0,6,0,0.0,True
19,B,brightness_dark,T013-S0,0,0,0.0,True
19,B,brightness_dark,T013-S0,2,0,0.0,True
19,B,brightness_dark,T013-S0,7,0,0.0,True
20,B,brightness_dark,T013-S0,6,0,0.0,True
21,B,brightness_dark,T013-S0,4,0,,False
22,B,brightness_dark,T013-S0,1,0,0.0,True
22,B,brightness_dark,T013-S0,2,0,0.0,True
23,B,brightness_dark,T013-S0,0,0,0.0,True
23,B,brightness_dark,T013-S0,2,0,0.0,True
23,B,brightness_dark,T013-S0,5,0,0.0,True
23,B,brightness_dark,T013-S0,8,0,0.0,True
23,B,brightness_dark,T013-S0,9,0,0.0,True
24,B,brightness_dark,T013-S0,3,0,0.0,True
24,B,brightness_dark,T013-S0,7,0,0.0,True
24,B,brightness_dark,T013-S0,9,13333987/503143446,0.9947384892329189,True
25,B,brightness_dark,T013-S0,0,0,0.0,True
25,B,brightness_dark,T013-S0,1,0,0.0,True
25,B,brightness_dark,T013-S0,4,-3011/113321,-0.3988871961316818,True
26,B,brightness_dark,T013-S0,5,0,0.0,True
26,B,brightness_dark,T013-S0,6,0,0.0,True
27,B,brightness_dark,T013-S0,1,24/299,0.08163265306122448,True
28,B,brightness_dark,T013-S0,0,0,0.0,True
28,B,brightness_dark,T013-S0,2,0,0.0,True
28,B,brightness_dark,T013-S0,3,-2555/187226,-1.0226817878585723,True
28,B,brightness_dark,T013-S0,4,0,0.0,True
28,B,brightness_dark,T013-S0,5,0,0.0,True
28,B,brightness_dark,T013-S0,8,0,0.0,True
29,B,brightness_dark,T013-S0,1,0,0.0,True
30,B,brightness_dark,T013-S0,2,0,0.0,True
30,B,brightness_dark,T013-S0,4,0,0.0,True
30,B,brightness_dark,T013-S0,5,0,0.0,True
31,B,brightness_dark,T013-S0,8,0,0.0,True
32,B,brightness_dark,T013-S0,0,0,0.0,True
32,B,brightness_dark,T013-S0,2,0,0.0,True
32,B,brightness_dark,T013-S0,4,0,0.0,True
32,B,brightness_dark,T013-S0,5,0,0.0,True
32,B,brightness_dark,T013-S0,8,0,0.0,True
33,B,brightness_dark,T013-S0,0,0,0.0,True
33,B,brightness_dark,T013-S0,3,0,0.0,True
34,B,brightness_dark,T013-S0,2,0,0.0,True
34,B,brightness_dark,T013-S0,3,0,0.0,True
34,B,brightness_dark,T013-S0,8,0,0.0,True
35,B,brightness_dark,T013-S0,1,0,0.0,True
35,B,brightness_dark,T013-S0,8,0,0.0,True
36,B,brightness_dark,T013-S0,0,0,0.0,True
36,B,brightness_dark,T013-S0,1,0,0.0,True
36,B,brightness_dark,T013-S0,6,0,0.0,True
36,B,brightness_dark,T013-S0,7,0,0.0,True
36,B,brightness_dark,T013-S0,9,0,0.0,True
37,B,brightness_dark,T013-S0,2,0,,False
37,B,brightness_dark,T013-S0,6,0,,False
37,B,brightness_dark,T013-S0,9,0,,False
38,B,brightness_dark,T013-S0,8,0,0.0,True
39,B,brightness_dark,T013-S0,2,0,0.0,True
40,B,brightness_dark,T013-S0,9,-575/42978,,False
41,B,brightness_dark,T013-S0,0,0,0.0,True
41,B,brightness_dark,T013-S0,1,0,0.0,True
41,B,brightness_dark,T013-S0,3,0,0.0,True
41,B,brightness_dark,T013-S0,9,0,0.0,True
42,B,brightness_dark,T013-S0,0,0,0.0,True
42,B,brightness_dark,T013-S0,1,0,0.0,True
42,B,brightness_dark,T013-S0,2,0,0.0,True
43,B,brightness_dark,T013-S0,0,0,0.0,True
43,B,brightness_dark,T013-S0,4,0,0.0,True
44,B,brightness_dark,T013-S0,0,0,0.0,True
44,B,brightness_dark,T013-S0,8,0,0.0,True
44,B,brightness_dark,T013-S0,9,0,0.0,True
45,B,brightness_dark,T013-S0,2,4995/377753,,False
45,B,brightness_dark,T013-S0,4,-10/1509,,False
45,B,brightness_dark,T013-S0,5,-10/1509,,False
45,B,brightness_dark,T013-S0,8,10/503,,False
46,B,brightness_dark,T013-S0,2,0,0.0,True
46,B,brightness_dark,T013-S0,4,0,0.0,True
46,B,brightness_dark,T013-S0,5,1/30,1.0,True
47,B,brightness_dark,T013-S0,0,0,0.0,True
47,B,brightness_dark,T013-S0,1,0,0.0,True
47,B,brightness_dark,T013-S0,2,0,0.0,True
47,B,brightness_dark,T013-S0,4,0,0.0,True
47,B,brightness_dark,T013-S0,8,0,0.0,True
48,B,brightness_dark,T013-S0,4,3785/142883,1.0,True
48,B,brightness_dark,T013-S0,7,0,0.0,True
48,B,brightness_dark,T013-S0,9,0,0.0,True
49,B,brightness_dark,T013-S0,1,0,0.0,True
49,B,brightness_dark,T013-S0,3,1718/17043,0.24581485191014452,True
50,B,brightness_dark,T013-S0,2,3029163203/16942222050,13.489987499387661,True
50,B,brightness_dark,T013-S0,5,0,0.0,True
51,B,brightness_dark,T013-S0,3,0,,False
51,B,brightness_dark,T013-S0,4,0,,False
51,B,brightness_dark,T013-S0,9,0,,False
52,B,brightness_dark,T013-S0,0,0,0.0,True
52,B,brightness_dark,T013-S0,2,0,0.0,True
53,B,brightness_dark,T013-S0,1,171/8671,0.09867282169648009,True
53,B,brightness_dark,T013-S0,7,171/8671,0.09867282169648009,True
54,B,brightness_dark,T013-S0,2,0,0.0,True
54,B,brightness_dark,T013-S0,6,0,0.0,True
54,B,brightness_dark,T013-S0,7,0,0.0,True
55,B,brightness_dark,T013-S0,0,0,0.0,True
55,B,brightness_dark,T013-S0,8,0,0.0,True
56,B,brightness_dark,T013-S0,3,-1234775/63238669,,False
56,B,brightness_dark,T013-S0,4,0,,False
56,B,brightness_dark,T013-S0,6,0,,False
56,B,brightness_dark,T013-S0,9,0,,False
57,B,brightness_dark,T013-S0,0,0,0.0,True
57,B,brightness_dark,T013-S0,1,0,0.0,True
57,B,brightness_dark,T013-S0,3,0,0.0,True
57,B,brightness_dark,T013-S0,4,0,0.0,True
57,B,brightness_dark,T013-S0,6,0,0.0,True
58,B,brightness_dark,T013-S0,0,0,0.0,True
58,B,brightness_dark,T013-S0,9,0,0.0,True
59,B,brightness_dark,T013-S0,0,0,0.0,True
59,B,brightness_dark,T013-S0,1,0,0.0,True
59,B,brightness_dark,T013-S0,3,0,0.0,True
59,B,brightness_dark,T013-S0,5,0,0.0,True
59,B,brightness_dark,T013-S0,6,0,0.0,True
60,B,brightness_dark,T013-S0,0,0,0.0,True
61,B,brightness_dark,T013-S0,0,0,0.0,True
61,B,brightness_dark,T013-S0,4,0,0.0,True
61,B,brightness_dark,T013-S0,5,0,0.0,True
61,B,brightness_dark,T013-S0,7,0,0.0,True
62,B,brightness_dark,T013-S0,0,0,0.0,True
62,B,brightness_dark,T013-S0,5,0,0.0,True
62,B,brightness_dark,T013-S0,6,0,0.0,True
62,B,brightness_dark,T013-S0,9,0,0.0,True
63,B,brightness_dark,T013-S0,3,0,0.0,True
63,B,brightness_dark,T013-S0,4,0,0.0,True
63,B,brightness_dark,T013-S0,6,0,0.0,True
64,B,brightness_dark,T013-S0,1,18575/556491,0.3845016793857891,True
64,B,brightness_dark,T013-S0,3,2043970/283253919,0.08312394636665685,True
64,B,brightness_dark,T013-S0,5,6001/112650,0.613648948333295,True
64,B,brightness_dark,T013-S0,8,-9474700/283253919,-0.3853160538756262,True
64,B,brightness_dark,T013-S0,9,-9474700/283253919,-0.3853160538756262,True
65,B,brightness_dark,T013-S0,5,1/25,0.6666666666666666,True
66,B,brightness_dark,T013-S0,7,0,0.0,True
66,B,brightness_dark,T013-S0,8,0,0.0,True
66,B,brightness_dark,T013-S0,9,9492765/288223286,1.6602307497457474,True
67,B,brightness_dark,T013-S0,1,433469/6511921,0.5555064916803867,True
67,B,brightness_dark,T013-S0,2,-71627717/976788150,-0.6119570531033068,True
67,B,brightness_dark,T013-S0,5,433469/6511921,0.5555064916803867,True
67,B,brightness_dark,T013-S0,7,433469/6511921,0.5555064916803867,True
